Accessions,10C,18C,18T,19T,3T,4T,5C,8C
A0A0C4DGL8,NA,6.17E-05,NA,NA,NA,NA,NA,NA
A0A0C4DGN2,NA,NA,NA,NA,NA,NA,7.47E-05,NA
A0A0C4DGS1,NA,5.49E-05,NA,NA,NA,NA,NA,NA
A0A0D3MLN1,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A0D4WQL7,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A0D4WR75,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A0D4WSL8,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A0D6K953,NA,0.000202028,NA,NA,NA,NA,NA,NA
A0A0D9SEI5,0.000358662,NA,NA,NA,NA,NA,NA,NA
A0A0D9SEM4,NA,NA,0.000294234,NA,NA,NA,NA,NA
A0A0D9SET8,NA,NA,NA,NA,NA,NA,NA,NA
A0A0D9SF20,NA,3.17E-05,NA,2.98E-05,NA,NA,NA,NA
A0A0D9SF30,NA,NA,NA,0.000919608,NA,NA,NA,NA
A0A0D9SF53,6.61E-05,NA,NA,NA,NA,NA,NA,NA
A0A0D9SF54,NA,3.34E-05,NA,NA,NA,4.88E-05,NA,NA
A0A0D9SFB3,7.57E-05,NA,NA,NA,NA,NA,NA,NA
A0A0D9SFL3,NA,1.22E-05,NA,NA,NA,NA,NA,NA
A0A0D9SFS3,NA,NA,NA,NA,NA,NA,NA,NA
A0A0D9SG12,7.48E-05,NA,NA,NA,NA,NA,NA,NA
A0A0D9SG72,NA,NA,NA,3.90E-05,NA,NA,NA,NA
A0A0D9SGF6,NA,3.28E-05,NA,2.98E-05,NA,4.80E-05,NA,NA
A0A0G2JH46,NA,0.000397257,NA,NA,NA,NA,NA,NA
A0A0G2JIW1,NA,0.000426492,NA,0.000352139,NA,NA,NA,NA
A0A0G2JJZ9,NA,NA,NA,0.000109769,NA,NA,NA,0.000341144
A0A0G2JL54,NA,1.89E-05,NA,NA,NA,NA,NA,NA
A0A0G2JL69,NA,NA,NA,NA,NA,NA,0.000113663,NA
A0A0G2JMH6,NA,0.000358157,NA,NA,NA,NA,NA,NA
A0A0G2JMZ6,NA,NA,NA,4.38E-05,NA,NA,NA,NA
A0A0G2JNC7,NA,NA,NA,3.37E-06,NA,NA,NA,NA
A0A0G2JPR0,NA,1.84E-05,NA,NA,NA,NA,NA,NA
A0A0G2JQE0,NA,NA,NA,3.61E-06,NA,NA,NA,NA
A0A0G2JQM1,NA,NA,NA,1.72E-05,NA,NA,NA,NA
A0A0G2JS53,NA,NA,NA,2.98E-06,NA,NA,NA,NA
A0A0G2JS82,NA,NA,NA,1.19E-05,NA,NA,NA,NA
A0A0G2R1G9,NA,0.000202028,NA,NA,NA,NA,NA,NA
A0A0G2R1L5,NA,NA,NA,NA,NA,NA,6.60E-05,NA
A0A0J9YVW2,NA,NA,NA,0.000136518,NA,NA,NA,NA
A0A0J9YWF7,NA,NA,NA,1.99E-05,NA,NA,NA,NA
A0A0K0K1H7,NA,NA,NA,0.00010198,NA,NA,NA,NA
A0A0K0K1I0,NA,NA,NA,7.08E-05,NA,NA,NA,NA
A0A0K0K1L1,NA,NA,NA,NA,NA,NA,0.000425257,NA
A0A0K0K1L3,NA,NA,NA,1.61E-05,NA,NA,NA,NA
A0A0K0K1L8,NA,0.000211329,NA,NA,NA,NA,NA,NA
A0A0K2BMD8,NA,0.04036707,NA,NA,NA,NA,NA,NA
A0A0N6W7K0,NA,NA,NA,NA,NA,NA,6.60E-05,NA
A0A0N6YNR7,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A0P0C1B5,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A0P1J1R0,NA,8.30E-05,NA,9.25E-05,NA,NA,NA,NA
A0A0R4J2E6,NA,NA,NA,5.00E-05,NA,NA,NA,NA
A0A0R4J2E8,NA,NA,NA,5.24E-05,NA,NA,NA,NA
A0A0R6NEC0,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A0R7FJH5,NA,1.16E-05,NA,NA,NA,NA,0.000165206,NA
A0A0S2Z2Z6,NA,0.000470458,NA,0.000233899,NA,NA,NA,NA
A0A0S2Z3C2,NA,NA,NA,NA,NA,NA,0.002895734,NA
A0A0S2Z3D5,NA,0.00048111,NA,0.000287907,NA,NA,0.002271855,NA
A0A0S2Z3G9,NA,0.000450346,NA,0.000167278,NA,NA,NA,NA
A0A0S2Z3H5,NA,NA,NA,0.000546151,NA,NA,NA,NA
A0A0S2Z3H8,NA,NA,NA,0.000235891,NA,NA,NA,NA
A0A0S2Z3L0,NA,NA,NA,4.02E-05,NA,NA,NA,NA
A0A0S2Z3L2,NA,NA,NA,1.37E-05,NA,NA,NA,NA
A0A0S2Z3M4,NA,NA,NA,4.32E-05,NA,NA,NA,NA
A0A0S2Z3S5,NA,NA,NA,0.000244582,NA,NA,NA,NA
A0A0S2Z3S6,NA,4.07E-05,NA,NA,NA,NA,NA,NA
A0A0S2Z3X8,NA,NA,NA,0.00046642,NA,0.000164036,NA,NA
A0A0S2Z3Y1,NA,2.59E-05,NA,1.57E-05,NA,NA,NA,NA
A0A0S2Z410,NA,NA,NA,8.98E-05,NA,NA,NA,NA
A0A0S2Z415,0.000541176,NA,NA,NA,NA,NA,NA,NA
A0A0S2Z428,NA,0.000664167,NA,NA,NA,0.00010637,NA,NA
A0A0S2Z471,NA,4.40E-05,NA,NA,NA,NA,NA,NA
A0A0S2Z476,NA,NA,NA,4.50E-05,NA,NA,NA,NA
A0A0S2Z489,NA,NA,NA,3.12E-05,NA,NA,NA,NA
A0A0S2Z491,NA,0.000197185,NA,0.000404414,NA,NA,NA,NA
A0A0S2Z4A1,NA,NA,NA,1.04E-05,NA,NA,NA,NA
A0A0S2Z4C3,NA,NA,NA,6.57E-05,NA,NA,NA,NA
A0A0S2Z4D8,NA,NA,NA,4.20E-05,NA,NA,NA,NA
A0A0S2Z4G4,NA,0.001298263,NA,NA,NA,NA,NA,NA
A0A0S2Z4G6,NA,NA,NA,7.08E-05,NA,NA,NA,NA
A0A0S2Z4G7,NA,NA,NA,0.000448671,NA,NA,NA,NA
A0A0S2Z4G8,NA,NA,NA,0.000246466,NA,NA,NA,NA
A0A0S2Z4I1,NA,NA,NA,1.01E-05,NA,NA,NA,NA
A0A0S2Z4I4,NA,NA,NA,0.000246466,NA,NA,NA,NA
A0A0S2Z4J1,NA,2.30E-05,NA,1.48E-05,NA,NA,NA,NA
A0A0S2Z4K3,NA,NA,NA,NA,NA,NA,0.000212186,NA
A0A0S2Z4L3,NA,NA,NA,NA,NA,NA,0.000202596,NA
A0A0S2Z4Q2,NA,0.000108384,NA,NA,NA,NA,NA,NA
A0A0S2Z4W7,NA,NA,NA,4.12E-05,NA,NA,NA,NA
A0A0S2Z4Z9,NA,NA,NA,0.000111997,NA,NA,NA,NA
A0A0S2Z5A5,NA,1.10E-05,NA,NA,NA,NA,NA,NA
A0A0U1RR32,NA,NA,NA,0.003606868,NA,NA,NA,NA
A0A0U1RRH7,NA,NA,NA,0.003585651,NA,NA,NA,NA
A0A0U1RRM4,NA,1.06E-05,NA,9.97E-06,NA,NA,NA,NA
A0A0U2YQU7,NA,0.000267891,NA,NA,NA,NA,NA,NA
A0A0U4BW16,NA,NA,NA,NA,8.26E-05,NA,NA,NA
A0A125R6G6,NA,0.000202028,NA,NA,NA,NA,NA,NA
A0A140T9X3,NA,NA,NA,NA,NA,NA,NA,0.000344293
A0A140TA29,NA,1.89E-05,NA,NA,NA,NA,NA,NA
A0A140TA32,NA,1.89E-05,NA,NA,NA,NA,NA,NA
A0A140TA44,NA,1.89E-05,NA,NA,NA,NA,NA,NA
A0A140TA49,NA,1.89E-05,NA,NA,NA,NA,NA,NA
A0A140VJE8,NA,NA,NA,4.31E-05,NA,NA,NA,NA
A0A140VJG8,NA,NA,NA,2.78E-05,NA,NA,NA,NA
A0A140VJJ2,NA,NA,NA,3.86E-05,NA,NA,NA,NA
A0A140VJJ6,NA,0.000363284,NA,0.000358299,NA,NA,0.005426108,NA
A0A140VJJ8,NA,NA,NA,0.001098352,NA,NA,NA,NA
A0A140VJK2,NA,NA,NA,4.15E-05,NA,NA,NA,NA
A0A140VJL8,NA,2.65E-05,NA,NA,NA,NA,NA,NA
A0A140VJM4,NA,4.12E-05,NA,NA,NA,NA,NA,NA
A0A140VJN8,NA,0.000191559,NA,NA,NA,NA,NA,NA
A0A140VJP8,NA,0.000526356,NA,NA,NA,NA,NA,NA
A0A140VJR2,NA,1.09E-05,NA,NA,NA,NA,NA,NA
A0A140VJS9,NA,4.45E-05,0.00029898,4.42E-05,0.000528313,NA,NA,NA
A0A140VJT8,NA,0.000222487,NA,2.00E-05,NA,NA,NA,NA
A0A140VJX1,NA,NA,NA,4.31E-05,NA,NA,NA,NA
A0A140VJY7,NA,9.43E-05,NA,NA,NA,NA,NA,NA
A0A140VK07,NA,0.000250353,NA,0.000871584,NA,NA,NA,NA
A0A140VK27,NA,9.49E-05,NA,NA,NA,NA,NA,NA
A0A140VK44,NA,2.54E-05,NA,NA,NA,NA,NA,NA
A0A140VK49,NA,NA,NA,5.52E-06,NA,NA,NA,NA
A0A140VK56,NA,2.12E-05,NA,2.24E-05,NA,NA,NA,NA
A0A140VK65,NA,5.93E-05,NA,NA,NA,NA,NA,NA
A0A140VKA0,NA,0.000934984,NA,2.80E-05,NA,NA,NA,NA
A0A140VKA6,NA,5.80E-05,NA,6.13E-05,NA,NA,NA,NA
A0A140VKA7,NA,NA,NA,NA,NA,NA,4.50E-05,NA
A0A140VKB0,NA,NA,NA,5.94E-05,NA,NA,NA,NA
A0A140VKC9,NA,2.89E-05,NA,NA,NA,NA,NA,NA
A0A140VKE9,NA,NA,NA,1.31E-05,NA,NA,NA,NA
A0A140VKF3,NA,NA,NA,NA,NA,NA,0.000121533,NA
A0A143FZ56,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A143G082,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A158RFU3,NA,0.000384733,NA,0.000402236,NA,NA,NA,NA
A0A158RFU6,NA,0.000206813,NA,0.000412587,NA,NA,NA,NA
A0A182DWI3,NA,3.30E-05,NA,NA,NA,NA,NA,NA
A0A186VN81,NA,NA,NA,NA,NA,NA,6.60E-05,NA
A0A1B0GTG2,NA,NA,NA,1.09E-05,NA,NA,NA,NA
A0A1B0GTJ4,NA,NA,NA,1.17E-05,NA,NA,NA,NA
A0A1B0GTX1,NA,NA,0.000137991,NA,NA,4.96E-05,NA,NA
A0A1B0GTY9,NA,NA,NA,1.22E-05,NA,NA,NA,NA
A0A1B0GU03,NA,NA,NA,5.75E-05,NA,NA,NA,NA
A0A1B0GU92,NA,NA,NA,6.01E-05,NA,NA,NA,NA
A0A1B0GUA1,NA,NA,NA,1.12E-05,NA,NA,NA,NA
A0A1B0GUY0,NA,NA,NA,1.68E-05,NA,NA,NA,NA
A0A1B0GV49,NA,NA,NA,1.24E-05,NA,NA,NA,NA
A0A1B0GVD5,NA,0.001905879,NA,8.19E-05,NA,NA,NA,NA
A0A1B0GVI3,0.000275894,NA,NA,4.96E-05,NA,NA,NA,NA
A0A1B0GVP3,NA,NA,NA,8.27E-05,NA,NA,NA,NA
A0A1B0GVU0,NA,NA,NA,3.57E-05,NA,NA,NA,NA
A0A1B0GVU3,NA,NA,NA,1.24E-05,NA,NA,NA,NA
A0A1B0GW44,NA,NA,NA,8.27E-05,NA,NA,NA,NA
A0A1B0GW77,NA,NA,NA,1.06E-05,NA,NA,NA,NA
A0A1B0GW82,NA,NA,NA,1.08E-05,NA,NA,NA,NA
A0A1B0GWD1,NA,NA,NA,0.00027833,NA,NA,NA,NA
A0A1B0GWE8,NA,0.001901231,NA,8.17E-05,NA,NA,NA,NA
A0A1B0W0T5,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A1B0W1E4,NA,NA,NA,6.24E-05,NA,NA,NA,NA
A0A1B0W1P0,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A1B0W3A7,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A1B1CYC5,NA,0.000183623,NA,NA,NA,NA,0.002285164,NA
A0A1B1LLS4,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A1B1PEN9,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A1B1PEQ8,NA,NA,NA,6.35E-05,NA,NA,NA,NA
A0A1B2JLU8,0.000230981,NA,NA,NA,0.000547877,0.000107321,NA,NA
A0A1C7CYX9,NA,0.000264798,NA,0.000515742,NA,NA,NA,NA
A0A1C7CYY6,NA,NA,0.000192868,NA,NA,6.94E-05,NA,NA
A0A1D0BST9,NA,0.000202028,NA,NA,NA,NA,NA,NA
A0A1D0C3E8,NA,0.000202028,NA,NA,NA,NA,NA,NA
A0A1I9S095,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A1J0PNZ2,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A1J0QL53,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A1J0QNY7,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A1L1UHR1,NA,3.78E-05,NA,0.000278117,NA,NA,NA,NA
A0A1L1ZJP0,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A1L2BU40,NA,8.92E-05,NA,NA,NA,NA,0.00021733,NA
A0A1L2BU46,NA,NA,NA,NA,NA,NA,0.000190164,NA
A0A1L7NY43,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A1P8SD62,NA,NA,NA,NA,NA,NA,0.000166016,NA
A0A1S5UZ07,NA,8.89E-05,NA,NA,NA,NA,5.84E-06,NA
A0A1S6M799,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A1S6N0P5,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A1U9X791,NA,0.000115277,NA,NA,NA,NA,NA,NA
A0A1U9X793,NA,NA,NA,NA,NA,NA,0.000785715,NA
A0A1U9X7W4,NA,0.000427157,NA,0.000352688,NA,NA,NA,NA
A0A1U9X8W4,NA,NA,NA,5.57E-06,NA,NA,0.000109279,NA
A0A1U9X8X3,NA,NA,NA,5.57E-06,NA,NA,0.000109279,NA
A0A1U9X8X9,NA,NA,NA,5.57E-06,NA,NA,0.000109279,NA
A0A1V0E3V4,NA,0.000358157,NA,NA,NA,NA,NA,NA
A0A1V0MCS7,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A1V0MD25,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A1W2PNX7,NA,3.69E-05,NA,NA,NA,NA,NA,NA
A0A1W2PP34,NA,8.66E-05,NA,NA,NA,NA,NA,NA
A0A1W2PP35,NA,6.49E-05,NA,NA,NA,NA,NA,NA
A0A1W2PPH7,NA,8.61E-05,NA,NA,NA,NA,NA,NA
A0A1W2PPL4,NA,8.64E-05,NA,NA,NA,NA,NA,NA
A0A1W2PPS1,NA,5.88E-05,NA,0.000202037,NA,NA,NA,NA
A0A1W2PPU6,NA,1.22E-05,NA,NA,NA,NA,NA,NA
A0A1W2PPX5,NA,1.24E-05,NA,NA,NA,NA,NA,NA
A0A1W2PQ74,NA,0.000127069,NA,NA,NA,NA,NA,NA
A0A1W2PQB7,NA,1.14E-05,NA,NA,NA,NA,NA,NA
A0A1W2PQL0,NA,8.97E-05,NA,NA,NA,NA,NA,NA
A0A1W2PQM2,NA,NA,NA,NA,NA,NA,NA,NA
A0A1W2PQR6,NA,1.19E-05,NA,NA,NA,NA,NA,NA
A0A1W2PR46,NA,0.004054971,NA,0.003311099,NA,NA,NA,0.000553936
A0A1W2PRS1,NA,1.03E-05,NA,NA,NA,NA,NA,NA
A0A1W2PRT3,NA,NA,NA,NA,NA,NA,NA,0.000858092
A0A1W2PRZ7,NA,0.000156522,NA,NA,NA,NA,NA,NA
A0A1W2PS43,NA,1.13E-05,NA,NA,NA,NA,NA,NA
A0A1W2PS70,NA,3.80E-05,NA,NA,NA,NA,NA,NA
A0A1W2PSE4,NA,2.60E-05,NA,NA,NA,NA,NA,NA
A0A1W6ER68,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A1X7RBF7,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A1X7SBR3,NA,0.004338476,NA,0.003542596,NA,NA,NA,0.000592665
A0A1X7SBS1,NA,6.35E-05,NA,NA,NA,NA,NA,NA
A0A1X7SBZ2,NA,1.22E-05,NA,NA,NA,NA,NA,NA
A0A1X7SCE1,NA,NA,NA,NA,NA,NA,NA,0.000837539
A0A1Y0AYH4,NA,NA,NA,1.73E-05,NA,NA,NA,NA
A0A1Z1N309,NA,0.000267891,NA,NA,NA,NA,NA,NA
A0A218N9E7,NA,NA,NA,7.91E-05,NA,NA,NA,NA
A0A248RGE3,NA,0.000670449,NA,0.000467738,NA,NA,NA,NA
A0A286R0Z9,NA,0.000267891,NA,NA,NA,NA,NA,NA
A0A286SD53,NA,NA,NA,0.000117747,NA,NA,NA,NA
A0A286YES1,NA,NA,NA,0.00058574,NA,NA,NA,NA
A0A286YFJ8,NA,0.001139627,NA,NA,NA,NA,NA,NA
A0A291FIZ5,NA,NA,NA,6.78E-06,NA,NA,NA,NA
A0A2I6Q7C3,NA,0.000202028,NA,NA,NA,NA,NA,NA
A0A2I6Q7E2,NA,0.000202028,NA,NA,NA,NA,NA,NA
A0A2I7N9Y9,NA,0.000140823,NA,NA,NA,NA,NA,NA
A0A2I8B3C6,NA,0.000202028,NA,NA,NA,NA,NA,NA
A0A2I8B3D0,NA,0.000202028,NA,NA,NA,NA,NA,NA
A0A2K4X4E0,NA,NA,NA,NA,NA,NA,3.27E-05,NA
A0A2R8Y484,NA,NA,NA,2.75E-05,NA,NA,NA,NA
A0A2R8Y4A4,7.31E-05,NA,NA,NA,NA,NA,NA,NA
A0A2R8Y4F5,NA,NA,NA,2.07E-05,NA,NA,NA,NA
A0A2R8Y5G6,7.78E-05,NA,NA,NA,NA,NA,NA,NA
A0A2R8Y5M6,NA,NA,NA,3.57E-05,NA,NA,NA,NA
A0A2R8Y623,NA,0.000147767,NA,NA,NA,NA,NA,NA
A0A2R8Y645,6.76E-05,NA,NA,NA,NA,NA,NA,NA
A0A2R8Y6J3,NA,8.24E-05,NA,NA,NA,NA,NA,NA
A0A2R8Y760,NA,NA,NA,1.44E-05,NA,NA,NA,NA
A0A2R8Y7H4,NA,NA,NA,4.43E-05,NA,NA,NA,NA
A0A2R8Y7L2,NA,NA,NA,1.85E-05,NA,NA,NA,NA
A0A2R8Y7M0,NA,4.53E-06,NA,NA,NA,NA,NA,NA
A0A2R8Y7T2,0.000101721,NA,NA,NA,NA,NA,NA,NA
A0A2R8Y7X9,NA,NA,NA,NA,NA,NA,0.004553587,NA
A0A2R8Y7Y4,NA,NA,0.00014043,NA,NA,NA,NA,NA
A0A2R8Y7Y9,NA,NA,NA,0.000214517,NA,NA,NA,NA
A0A2R8Y811,0.000609725,0.000130809,NA,0.000133969,0.000960826,0.000933217,NA,NA
A0A2R8Y849,NA,NA,NA,4.47E-05,NA,NA,NA,NA
A0A2R8Y872,NA,NA,NA,NA,NA,4.49E-05,NA,NA
A0A2R8Y891,NA,NA,NA,8.53E-06,NA,NA,NA,NA
A0A2R8Y8A0,NA,NA,NA,6.51E-05,NA,NA,NA,NA
A0A2R8YCW1,7.48E-05,NA,NA,NA,NA,NA,NA,NA
A0A2R8YD14,NA,NA,NA,3.55E-05,NA,NA,NA,NA
A0A2R8YD45,NA,0.000189079,NA,NA,NA,NA,NA,NA
A0A2R8YD50,NA,2.38E-05,NA,1.53E-05,NA,NA,NA,NA
A0A2R8YDH3,9.63E-05,NA,NA,NA,NA,NA,NA,NA
A0A2R8YDI2,0.000612087,NA,NA,NA,NA,NA,NA,NA
A0A2R8YDT1,NA,NA,0.000182808,NA,NA,0.000131476,NA,NA
A0A2R8YDT5,0.000101935,NA,NA,NA,NA,NA,NA,NA
A0A2R8YEP4,NA,NA,NA,0.000105945,NA,NA,NA,NA
A0A2R8YF78,7.55E-05,NA,NA,NA,NA,NA,NA,NA
A0A2R8YFR4,7.34E-05,NA,NA,NA,NA,NA,NA,NA
A0A2R8YFS5,7.33E-05,NA,NA,NA,NA,NA,NA,NA
A0A2R8YGD1,NA,0.000201148,NA,NA,NA,NA,NA,NA
A0A2S0BDD1,NA,NA,NA,NA,NA,NA,0.001760429,NA
A0A2U3T1M5,NA,0.000202028,NA,NA,NA,NA,NA,NA
A0A2U3TZH3,0.000997889,NA,NA,0.000776536,NA,NA,NA,NA
A0A2U3TZJ9,7.33E-05,NA,NA,NA,NA,NA,NA,NA
A0A2U3TZL5,NA,0.000304726,NA,NA,NA,NA,NA,NA
A0A2U3TZU2,NA,4.93E-05,NA,0.000197756,NA,NA,NA,NA
A0A2U9QGI0,NA,NA,NA,5.35E-06,NA,NA,NA,NA
A0A2X0U4N6,NA,NA,0.00010579,NA,NA,3.80E-05,NA,NA
A0A2Z4LCH4,NA,NA,NA,NA,NA,NA,0.000667754,NA
A0A2Z6ATB6,NA,NA,NA,0.0002024,NA,NA,NA,NA
A0A342DHX4,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A342LG30,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A342Y5A4,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A342Y6A5,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A342Y881,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A342YMQ1,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A342YTK5,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A343E1A9,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A343E4Y3,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A343E934,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A343E999,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A343GB60,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A343GG78,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A343GID2,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A343GM19,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A343GRT3,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A343GRX2,NA,NA,NA,6.81E-05,NA,NA,NA,NA
A0A343GT12,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A343H8N6,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A343H8S5,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A343L1C9,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A343LEZ9,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A343LIL8,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A343R0H2,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A343R0N9,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A343RU73,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A343SEV6,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A343SU56,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A343SU82,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A343UAQ9,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A343UCM2,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A343UE68,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A343UGE8,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A343V3Y6,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A343VB45,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A343VHA3,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A343YTG0,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A345ALL9,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A345WIR4,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A346D5N4,NA,1.16E-05,NA,NA,NA,NA,0.000165206,NA
A0A346GBC4,NA,0.000202028,NA,NA,NA,NA,NA,NA
A0A346LZT8,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A346LZU9,NA,NA,NA,6.27E-05,NA,NA,NA,NA
A0A346LZY3,NA,NA,NA,6.38E-05,NA,NA,NA,NA
A0A346M047,NA,NA,NA,9.43E-05,NA,NA,NA,NA
A0A346M077,NA,NA,NA,6.35E-05,NA,NA,NA,NA
A0A346M0E0,NA,NA,NA,6.65E-05,NA,NA,NA,NA
A0A348GSH7,NA,1.39E-05,NA,NA,NA,NA,0.002761501,NA
A0A384MDM4,NA,6.37E-05,NA,NA,NA,NA,NA,NA
A0A384MDP3,NA,0.000308089,NA,NA,NA,NA,NA,NA
A0A384MDR3,NA,0.001060065,NA,NA,NA,NA,NA,NA
A0A384MDR8,NA,NA,NA,4.20E-05,NA,NA,NA,NA
A0A384MDT7,0.000698801,NA,NA,NA,NA,NA,NA,NA
A0A384MDU2,NA,0.004373877,NA,0.000546151,NA,NA,NA,NA
A0A384MDU9,NA,1.56E-05,NA,5.01E-05,NA,NA,NA,NA
A0A384MDV8,NA,1.25E-05,NA,NA,NA,NA,NA,NA
A0A384MDW7,NA,4.31E-05,NA,NA,NA,NA,NA,NA
A0A384MDY0,NA,6.89E-06,NA,NA,NA,NA,NA,NA
A0A384MDY8,NA,2.76E-05,NA,NA,NA,NA,NA,NA
A0A384MDZ8,NA,NA,NA,1.15E-05,NA,NA,NA,NA
A0A384ME17,NA,3.92E-05,NA,0.000380929,NA,NA,NA,NA
A0A384ME37,NA,4.39E-05,NA,7.84E-05,NA,NA,NA,NA
A0A384ME54,0.00011109,NA,NA,NA,NA,NA,NA,NA
A0A384MEE3,0.005984411,0.001954123,0.011413641,0.004568506,0.013359797,0.010949952,NA,NA
A0A384MEF1,NA,0.000318203,NA,0.000145619,NA,NA,0.000217817,NA
A0A384MEG1,NA,2.71E-05,NA,0.000337981,NA,NA,NA,NA
A0A384MEJ3,NA,7.95E-05,NA,0.000275995,NA,NA,NA,NA
A0A384MQX1,NA,0.000542651,NA,0.000308947,NA,NA,NA,NA
A0A384MR03,NA,NA,NA,9.27E-05,NA,NA,8.93E-05,NA
A0A384MR25,NA,NA,NA,9.02E-06,NA,NA,NA,NA
A0A384MR27,NA,0.002279253,NA,0.000781488,NA,NA,NA,NA
A0A384MR44,NA,NA,NA,9.45E-05,NA,NA,NA,NA
A0A384MR50,NA,4.26E-05,NA,NA,NA,NA,NA,NA
A0A384MTL2,NA,0.000959109,NA,0.000576439,NA,NA,NA,NA
A0A384MTR2,0.000336245,0.00022297,NA,0.000340157,NA,0.000182269,NA,NA
A0A384MTR5,NA,NA,NA,1.47E-05,NA,NA,NA,NA
A0A384MTW7,NA,NA,NA,0.001057653,NA,NA,NA,NA
A0A384MTY2,NA,0.00043966,NA,0.000265344,NA,NA,NA,NA
A0A384N5Z8,NA,3.15E-05,NA,0.000190674,NA,NA,NA,NA
A0A384N669,NA,0.000654398,NA,NA,NA,NA,4.86E-05,NA
A0A384N6A4,NA,0.000393477,NA,0.000410445,NA,NA,NA,NA
A0A384N6B9,NA,0.000104784,NA,0.000173867,NA,NA,NA,NA
A0A384N6G7,NA,9.07E-05,NA,NA,NA,NA,NA,NA
A0A384N6H1,NA,0.000337834,NA,0.00028203,NA,NA,NA,NA
A0A384N6H6,NA,4.81E-05,NA,3.61E-05,NA,NA,NA,NA
A0A384NKM6,NA,5.69E-05,NA,NA,NA,NA,0.00050671,NA
A0A384NKS6,NA,NA,NA,0.000223951,NA,NA,0.001673085,NA
A0A384NL22,NA,3.05E-05,NA,NA,NA,NA,NA,NA
A0A384NL29,NA,0.000457993,NA,NA,NA,NA,NA,NA
